Time, Altitude, Velocity, Temperature (C), Voltage
40.3,2283,3,23.69,9.4
40.35,2298,-30,23.69,9.4
40.4,2331,-60,23.69,9.4
40.45,2323,-80,23.67,9.4
40.5,2276,-84,23.69,9.4
40.55,2233,-66,23.68,9.4
40.6,2204,-28,23.67,9.4
40.65,2203,19,23.66,9.4
40.7,2237,59,23.66,9.4
40.75,2275,73,23.64,9.4
40.8,2302,54,23.62,9.4
40.85,2348,17,23.6,9.4
40.9,2374,-22,23.58,9.4
40.95,2415,-54,23.55,9.4
41,2440,-74,23.52,9.4
41.05,2438,-88,23.49,9.4
41.1,2465,-98,23.44,9.4
41.15,2510,-101,23.39,9.4
41.2,2502,-92,23.39,9.4
41.25,2402,-66,23.46,9.4
41.3,2288,-29,23.55,9.4
41.35,2257,11,23.58,9.4
41.4,2229,40,23.58,9.4
41.45,2215,50,23.56,9.4
41.5,2235,42,23.55,9.4
41.55,2306,20,23.5,9.4
41.6,2449,-9,23.39,9.4
41.65,2676,-38,23.19,9.4
41.7,2778,-66,23.09,9.4
41.75,2570,-89,23.22,9.4
41.8,2359,-108,23.38,9.4
41.85,2300,-124,23.45,9.4
41.9,2285,-140,23.49,9.4
41.95,2249,-160,23.51,9.4
42,2198,-183,23.51,9.4
42.05,2136,-203,23.5,9.4
42.1,2089,-208,23.5,9.4
42.15,2058,-186,23.5,9.4
42.2,2095,-131,23.49,9.4
42.25,2189,-55,23.41,9.4
42.3,2372,21,23.29,9.4
42.35,2509,72,23.2,9.4
42.4,2468,83,23.19,9.4
42.45,2378,56,23.24,9.4
42.5,2283,-5,23.3,9.4
42.55,2185,-87,23.36,9.4
42.6,2132,-169,23.39,9.4
42.65,2095,-236,23.41,9.4
42.7,2081,-272,23.43,9.4
42.75,2076,-270,23.43,9.4
42.8,2100,-244,23.43,9.4
42.85,2128,-210,23.43,9.4
42.9,2120,-175,23.44,9.4
42.95,2085,-144,23.44,9.4
43,2034,-115,23.42,9.4
43.05,1992,-87,23.43,9.4
43.1,2001,-68,23.39,9.4
43.15,2121,-65,23.34,9.4
43.2,2296,-83,23.24,9.4
43.25,2463,-117,23.13,9.4
43.3,2542,-157,23.03,9.4
43.35,2489,-186,23.03,9.4
43.4,2389,-192,23.1,9.4
43.45,2270,-177,23.18,9.4
43.5,2178,-147,23.24,9.4
43.55,2125,-116,23.3,9.4
43.6,2082,-96,23.32,9.4
43.65,2035,-85,23.34,9.4
43.7,1990,-82,23.35,9.4
43.75,1945,-80,23.35,9.4
43.8,1918,-71,23.35,9.4
43.85,1931,-57,23.35,9.4
43.9,1953,-38,23.35,9.4
43.95,1973,-18,23.35,9.4
44,1984,-4,23.35,9.4
44.05,1991,-4,23.34,9.4
44.1,2001,-25,23.32,9.4
44.15,2005,-71,23.3,9.4
44.2,2017,-136,23.27,9.4
44.25,2017,-202,23.24,9.4
44.3,2027,-253,23.23,9.4
44.35,2017,-275,23.22,9.4
44.4,2010,-269,23.23,9.4
44.45,1995,-243,23.23,9.4
44.5,1995,-208,23.24,9.4
44.55,1989,-170,23.24,9.4
44.6,1999,-134,23.24,9.4
44.65,1886,-100,23.3,9.4
44.7,1857,-70,23.32,9.4
44.75,1966,-46,23.21,9.4
44.8,2025,-29,23.19,9.4
44.85,2035,-22,23.17,9.4
44.9,2042,-22,23.16,9.4
44.95,2050,-27,23.16,9.4
45,2045,-34,23.17,9.4
45.05,2050,-43,23.17,9.4
45.1,2076,-56,23.18,9.4
45.15,2038,-76,23.18,9.4
45.2,1997,-101,23.2,9.4
45.25,1932,-127,23.22,9.4
45.3,1870,-144,23.23,9.4
45.35,1819,-146,23.23,9.4
45.4,1784,-132,23.24,9.4
45.45,1783,-109,23.23,9.4
45.5,1800,-79,23.22,9.4
45.55,1824,-45,23.22,9.4
45.6,1848,-13,23.2,9.4
45.65,1856,20,23.19,9.4
45.7,1876,48,23.18,9.4
45.75,1900,69,23.17,9.4
45.8,1914,86,23.17,9.4
45.85,1918,98,23.15,9.4
45.9,1923,106,23.13,9.4
45.95,1905,107,23.13,9.4
46,1906,102,23.12,9.4
46.05,1921,96,23.1,9.4
46.1,1897,92,23.1,9.4
46.15,1834,99,23.08,9.4
46.2,1748,115,23.08,9.4
46.25,1673,139,23.07,9.4
46.3,1673,167,23.07,9.4
46.35,1732,192,23.07,9.4
46.4,1795,211,23.06,9.4
46.45,1838,220,23.04,9.4
46.5,1896,222,23.03,9.4
46.55,1938,218,22.98,9.4
46.6,1958,208,22.94,9.4
46.65,2010,194,22.89,9.4
46.7,2086,173,22.82,9.4
46.75,2174,148,22.75,9.4
46.8,2250,121,22.7,9.4
46.85,2282,96,22.66,9.4
46.9,2276,76,22.65,9.4
46.95,2246,63,22.66,9.4
47,2247,59,22.67,9.4
47.05,2208,64,22.67,9.4
47.1,2195,79,22.68,9.4
47.15,2197,99,22.66,9.4
47.2,2190,118,22.66,9.4
47.25,2213,131,22.66,9.4
47.3,2209,130,22.64,9.4
47.35,2233,118,22.63,9.4
47.4,2237,101,22.61,9.4
47.45,2242,86,22.6,9.4
47.5,2251,78,22.59,9.4
47.55,2259,78,22.58,9.4
47.6,2265,79,22.58,9.4
47.65,2234,72,22.6,9.4
47.7,2193,49,22.61,9.4
47.75,2139,5,22.64,9.4
47.8,2091,-56,22.68,9.4
47.85,2047,-122,22.72,9.4
47.9,2008,-183,22.75,9.4
47.95,2003,-229,22.76,9.4
48,2019,-258,22.76,9.4
48.05,2028,-273,22.76,9.4
48.1,2008,-281,22.75,9.4
48.15,1997,-286,22.74,9.4
48.2,1999,-292,22.71,9.4
48.25,1973,-302,22.75,9.4
48.3,1972,-314,22.75,9.4
48.35,1967,-328,22.74,9.4
48.4,1986,-343,22.73,9.4
48.45,2013,-357,22.7,9.4
48.5,2067,-371,22.66,9.4
48.55,2132,-380,22.61,9.4
48.6,2206,-383,22.56,9.4
48.65,2256,-379,22.56,9.4
48.7,2250,-366,22.56,9.4
48.75,2156,-348,22.66,9.4
48.8,2015,-327,22.74,9.4
48.85,1857,-309,22.82,9.4
48.9,1754,-296,22.9,9.4
48.95,1696,-289,22.92,9.4
49,1666,-285,22.93,9.4
49.05,1651,-283,22.94,9.4
49.1,1640,-281,22.95,9.4
49.15,1640,-279,22.96,9.4
49.2,1626,-277,22.97,9.4
49.25,1608,-277,22.97,9.4
49.3,1588,-281,22.97,9.4
49.35,1566,-291,22.97,9.4
49.4,1548,-305,22.97,9.4
49.45,1524,-320,22.97,9.4
49.5,1503,-331,22.97,9.4
49.55,1485,-329,22.97,9.4
49.6,1472,-304,22.96,9.4
49.65,1462,-253,22.96,9.4
49.7,1460,-176,22.95,9.4
49.75,1458,-82,22.95,9.4
49.8,1455,12,22.95,9.4
49.85,1457,93,22.93,9.4
49.9,1459,151,22.92,9.4
49.95,1460,187,22.92,9.4
50,1460,198,22.9,9.4
50.05,1463,185,22.89,9.4
50.1,1459,146,22.88,9.4
50.15,1455,85,22.87,9.4
50.2,1450,17,22.85,9.4
50.25,1437,-44,22.85,9.4
50.3,1417,-85,22.85,9.4
50.35,1402,-102,22.83,9.4
50.4,1384,-101,22.83,9.4
50.45,1389,-91,22.82,9.4
50.5,1437,-74,22.78,9.4
50.55,1535,-52,22.73,9.4
50.6,1671,-25,22.66,9.4
50.65,1834,4,22.57,9.4
50.7,1998,28,22.46,9.4
50.75,2096,43,22.37,9.4
50.8,2140,41,22.3,9.4
50.85,2100,27,22.29,9.4
50.9,2095,7,22.28,9.4
50.95,2079,-15,22.27,9.4
51,2106,-29,22.28,9.4
51.05,2035,-39,22.35,9.4
51.1,1841,-44,22.5,9.4
51.15,1608,-46,22.64,9.4
51.2,1435,-46,22.71,9.4
51.25,1337,-42,22.71,9.4
51.3,1327,-34,22.7,9.4
51.35,1345,-27,22.7,9.4
51.4,1352,-29,22.7,9.4
51.45,1352,-45,22.68,9.4
51.5,1349,-79,22.67,9.4
51.55,1397,-131,22.65,9.4
51.6,1484,-196,22.6,9.4
51.65,1554,-264,22.55,9.4
51.7,1592,-325,22.52,9.4
51.75,1577,-369,22.51,9.4
51.8,1535,-394,22.52,9.4
51.85,1487,-402,22.55,9.4
51.9,1344,-397,22.63,9.4
51.95,1410,-379,22.6,9.4
52,1390,-341,22.61,9.4
52.05,1378,-278,22.61,9.4
52.1,1352,-190,22.61,9.4
52.15,1343,-91,22.61,9.4
52.2,1337,2,22.62,9.4
52.25,1346,73,22.63,9.4
52.3,1370,119,22.63,9.4
52.35,1373,143,22.63,9.4
52.4,1354,150,22.63,9.4
52.45,1334,144,22.62,9.4
52.5,1319,126,22.61,9.4
52.55,1312,94,22.61,9.4
52.6,1302,53,22.61,9.4
52.65,1299,11,22.62,9.4
52.7,1307,-24,22.61,9.4
52.75,1311,-45,22.62,9.4
52.8,1313,-55,22.61,9.4
52.85,1311,-58,22.62,9.4
52.9,1324,-58,22.62,9.4
52.95,1341,-65,22.61,9.4
53,1373,-75,22.6,9.4
53.05,1424,-85,22.56,9.4
53.1,1473,-96,22.51,9.4
53.15,1533,-103,22.46,9.4
53.2,1569,-109,22.43,9.4
53.25,1610,-114,22.38,9.4
53.3,1645,-117,22.35,9.4
53.35,1657,-117,22.33,9.4
53.4,1662,-113,22.32,9.4
53.45,1651,-108,22.32,9.4
53.5,1627,-103,22.33,9.4
53.55,1586,-100,22.35,9.4
53.6,1542,-98,22.37,9.4
53.65,1500,-96,22.39,9.4
53.7,1448,-94,22.42,9.4
53.75,1401,-91,22.45,9.4
53.8,1355,-87,22.47,9.4
53.85,1313,-84,22.5,9.4
53.9,1274,-83,22.51,9.4
53.95,1238,-86,22.53,9.4
54,1199,-94,22.55,9.4
54.05,1163,-106,22.55,9.4
54.1,1139,-120,22.55,9.4
54.15,1125,-137,22.56,9.4
54.2,1127,-153,22.55,9.4
54.25,1124,-168,22.55,9.4
54.3,1129,-180,22.54,9.4
54.35,1131,-189,22.53,9.4
54.4,1129,-192,22.52,9.4
54.45,1124,-188,22.51,9.4
54.5,1119,-179,22.51,9.4
54.55,1113,-161,22.5,9.4
54.6,1112,-137,22.49,9.4
54.65,1118,-104,22.48,9.4
54.7,1129,-62,22.47,9.4
54.75,1145,-13,22.46,9.4
54.8,1155,41,22.45,9.4
54.85,1169,97,22.45,9.4
54.9,1188,149,22.43,9.4
54.95,1209,196,22.41,9.4
55,1223,232,22.4,9.4
55.05,1241,256,22.37,9.4
55.1,1262,270,22.35,9.4
55.15,1270,274,22.33,9.4
55.2,1280,272,22.31,9.4
55.25,1277,269,22.29,9.4
55.3,1276,263,22.28,9.4
55.35,1276,255,22.28,9.4
55.4,1267,241,22.26,9.4
55.45,1258,217,22.26,9.4
55.5,1254,184,22.24,9.4
55.55,1259,142,22.24,9.4
55.6,1272,92,22.23,9.4
55.65,1304,43,22.21,9.4
55.7,1357,-3,22.19,9.4
55.75,1428,-44,22.14,9.4
55.8,1512,-75,22.09,9.4
55.85,1584,-101,22.04,9.4
55.9,1645,-122,22,9.4
55.95,1687,-139,21.96,9.4
56,1683,-153,21.94,9.4
56.05,1713,-163,21.93,9.4
56.1,1661,-170,21.93,9.4
56.15,1654,-173,21.93,9.4
56.2,1647,-174,21.92,9.4
56.25,1650,-172,21.93,9.4
56.3,1633,-170,21.94,9.4
56.35,1646,-167,21.94,9.4
56.4,1557,-165,22,9.4
56.45,1501,-166,22.07,9.4
56.5,1440,-171,22.14,9.4
56.55,1278,-181,22.22,9.4
56.6,1182,-198,22.27,9.4
56.65,1104,-221,22.29,9.4
56.7,1034,-247,22.33,9.4
56.75,994,-271,22.33,9.4
56.8,966,-289,22.34,9.4
56.85,942,-297,22.33,9.4
56.9,926,-295,22.33,9.4
56.95,918,-284,22.33,9.4
57,915,-269,22.31,9.4
57.05,920,-257,22.31,9.4
57.1,926,-250,22.29,9.4
57.15,931,-252,22.29,9.4
57.2,941,-262,22.29,9.4
57.25,948,-272,22.28,9.4
57.3,948,-277,22.28,9.4
57.35,951,-273,22.27,9.4
57.4,944,-253,22.26,9.4
57.45,935,-221,22.26,9.4
57.5,924,-179,22.26,9.4
57.55,908,-130,22.24,9.4
57.6,887,-84,22.24,9.4
57.65,876,-43,22.23,9.4
57.7,881,-10,22.23,9.4
57.75,911,13,22.21,9.4
57.8,972,30,22.17,9.4
57.85,1045,43,22.12,9.4
57.9,1117,54,22.05,9.4
57.95,1178,66,21.98,9.4
58,1218,79,21.94,9.4
58.05,1216,46,21.93,9.4
58.1,1188,18,21.94,9.4
58.15,1140,-13,21.98,9.4
58.2,1103,-54,22.01,9.4
58.25,1072,-14,22.03,9.4
58.3,1050,1,22.03,9.4
58.35,1045,3,22.03,9.4
58.4,1047,6,22.03,9.4
58.45,1044,-28,22.03,9.4
58.5,1044,-46,22.03,9.4
58.55,1047,-54,22.03,9.4
58.6,1051,-59,22.03,9.4
58.65,1037,-67,22.03,9.4
58.7,1027,-83,22.04,9.4
58.75,1039,-107,22.05,9.4
58.8,1033,-141,22.06,9.4
58.85,1032,-179,22.04,9.4
58.9,1037,-218,22.03,9.4
58.95,1054,-249,22.01,9.4
59,1103,-266,21.96,9.4
59.05,1158,-265,21.91,9.4
59.1,1237,-248,21.85,9.4
59.15,-271,-221,21.77,9.4
59.2,1374,-192,21.78,9.4
59.25,1212,-172,21.92,9.4
59.3,994,-165,22.08,9.4
59.35,867,-171,22.16,9.4
59.4,843,-182,22.18,9.4
59.45,830,-194,22.19,9.4
59.5,799,-199,22.2,9.4
59.55,773,-197,22.21,9.4
59.6,760,-192,22.22,9.4
59.65,753,-187,22.23,9.4
59.7,741,-183,22.22,9.4
59.75,714,-183,22.22,9.4
59.8,691,-185,22.23,9.4
59.85,674,-191,22.23,9.4
59.9,656,-202,22.23,9.4
59.95,649,-218,22.23,9.4
60,645,-193,22.24,9.4
60.05,653,-175,22.24,9.4
60.1,707,-151,22.21,9.4
60.15,772,-113,22.18,9.4
60.2,794,-148,22.15,9.4
60.25,758,-151,22.19,9.4
60.3,736,-136,22.21,9.4
60.35,689,-122,22.21,9.4
60.4,626,-75,22.23,9.4
60.45,629,-50,22.23,9.4
60.5,661,-44,22.23,9.4
60.55,678,-47,22.23,9.4
60.6,681,-53,22.23,9.4
60.65,688,-58,22.23,9.4
60.7,681,-58,22.24,9.4
60.75,677,-54,22.23,9.4
60.8,670,-45,22.24,9.4
60.85,664,-35,22.23,9.4
60.9,660,-27,22.23,9.4
60.95,637,-24,22.21,9.4
61,615,-30,22.22,9.4
61.05,601,-43,22.21,9.4
61.1,590,-63,22.21,9.4
61.15,606,-84,22.2,9.4
61.2,637,-97,22.19,9.4
61.25,686,-99,22.18,9.4
61.3,736,-92,22.16,9.4
61.35,768,-80,22.14,9.4
61.4,758,-70,22.13,9.4
61.45,721,-66,22.14,9.4
61.5,697,-66,22.14,9.4
61.55,654,-68,22.18,9.4
61.6,621,-68,22.2,9.4
61.65,602,-67,22.21,9.4
61.7,601,-64,22.22,9.4
61.75,604,-60,22.21,9.4
61.8,603,-53,22.23,9.4
61.85,617,-42,22.23,9.4
61.9,631,-27,22.24,9.4
61.95,601,-8,22.25,9.4
62,614,12,22.24,9.4
62.05,596,29,22.27,9.4
62.1,563,41,22.28,9.4
62.15,557,43,22.29,9.4
62.2,549,35,22.3,9.4
62.25,540,22,22.31,9.4
62.3,532,6,22.32,9.4
62.35,528,-6,22.33,9.4
62.4,528,-14,22.34,9.4
62.45,528,-17,22.34,9.4
62.5,529,-18,22.35,9.4
62.55,540,-19,22.35,9.4
62.6,551,-19,22.34,9.4
62.65,565,-21,22.33,9.4
62.7,564,-25,22.35,9.4
62.75,554,-31,22.35,9.4
62.8,552,-37,22.35,9.4
62.85,579,-42,22.33,9.4
62.9,646,-46,22.29,9.4
62.95,653,-46,22.29,9.4
63,651,-44,22.29,9.4
63.05,685,-40,22.26,9.4
63.1,745,-35,22.23,9.4
63.15,742,-30,22.24,9.4
63.2,719,-26,22.24,9.4
63.25,716,-22,22.24,9.4
63.3,736,-19,22.23,9.4
63.35,736,-14,22.23,9.4
63.4,691,-7,22.28,9.4
63.45,646,3,22.31,9.4
63.5,614,15,22.35,9.4
63.55,590,28,22.38,9.4
63.6,579,40,22.4,9.4
63.65,555,51,22.42,9.4
63.7,535,60,22.45,9.4
63.75,533,64,22.46,9.4
63.8,533,61,22.46,9.4
63.85,525,52,22.48,9.4
63.9,517,39,22.49,9.4
63.95,515,23,22.5,9.4
64,509,4,22.51,9.4
64.05,504,-16,22.52,9.4
64.1,503,-36,22.52,9.4
64.15,499,-53,22.53,9.4
64.2,498,-67,22.54,9.4
64.25,495,-75,22.54,9.4
64.3,493,-78,22.55,9.4
64.35,498,-76,22.55,9.4
64.4,523,-68,22.52,9.4
64.45,568,-57,22.5,9.4
64.5,604,-44,22.46,9.4
64.55,625,-33,22.45,9.4
64.6,657,-24,22.43,9.4
64.65,694,-18,22.4,9.4
64.7,709,-13,22.39,9.4
64.75,700,-10,22.4,9.4
64.8,692,-9,22.4,9.4
64.85,698,-8,22.4,9.4
64.9,703,-7,22.39,9.4
64.95,690,-6,22.4,9.4
65,667,-5,22.42,9.4
65.05,641,-4,22.45,9.4
65.1,613,-4,22.47,9.4
65.15,591,-4,22.5,9.4
65.2,574,-4,22.51,9.4
65.25,564,-5,22.52,9.4
65.3,555,-9,22.53,9.4
65.35,550,-17,22.53,9.4
65.4,540,-28,22.55,9.4
65.45,539,-43,22.56,9.4
65.5,534,-59,22.56,9.4
65.55,528,-75,22.56,9.4
65.6,525,-89,22.56,9.4
65.65,521,-100,22.58,9.4
65.7,518,-107,22.58,9.4
65.75,512,-110,22.58,9.4
65.8,508,-111,22.58,9.4
65.85,505,-110,22.59,9.4
65.9,504,-106,22.59,9.4
65.95,500,-100,22.6,9.4
66,496,-91,22.6,9.4
66.05,495,-79,22.6,9.4
66.1,492,-67,22.59,9.4
66.15,490,-57,22.6,9.4
66.2,488,-47,22.6,9.4
66.25,485,-40,22.6,9.4
66.3,484,-35,22.6,9.4
66.35,483,-31,22.6,9.4
66.4,483,-28,22.6,9.4
66.45,481,-26,22.6,9.4
66.5,481,-24,22.6,9.4
66.55,481,-22,22.59,9.4
66.6,481,-19,22.6,9.4
66.65,481,-17,22.6,9.4
66.7,481,-15,22.6,9.4
66.75,482,-12,22.6,9.4
66.8,481,-10,22.6,9.4
66.85,483,-8,22.6,9.4
66.9,483,-7,22.6,9.4
66.95,485,-6,22.6,9.4
67,486,-5,22.61,9.4
67.05,486,-4,22.61,9.4
67.1,487,-3,22.6,9.4
67.15,488,-3,22.6,9.4
67.2,489,-4,22.61,9.4
67.25,489,-4,22.61,9.4
67.3,490,-4,22.6,9.4
67.35,489,-5,22.6,9.4
67.4,488,-6,22.6,9.4
67.45,487,-6,22.61,9.4
67.5,486,-7,22.61,9.4
67.55,487,-8,22.61,9.4
67.6,488,-9,22.61,9.4
67.65,487,-10,22.61,9.4
67.7,489,-11,22.61,9.4
67.75,490,-12,22.6,9.4
67.8,492,-13,22.6,9.4
67.85,490,-14,22.6,9.4
67.9,488,-15,22.61,9.4
67.95,487,-16,22.6,9.4
68,489,-18,22.6,9.4
68.05,487,-19,22.6,9.4
68.1,484,-20,22.6,9.4
68.15,480,-21,22.6,9.4
68.2,478,-22,22.61,9.4
68.25,475,-22,22.61,9.4
68.3,475,-23,22.6,9.4
68.35,471,-23,22.61,9.4
68.4,468,-23,22.61,9.4
68.45,468,-24,22.61,9.4
68.5,467,-24,22.61,9.4
68.55,465,-25,22.61,9.4
68.6,461,-26,22.61,9.4
68.65,461,-27,22.61,9.4
68.7,460,-28,22.61,9.4
68.75,457,-29,22.61,9.4
68.8,455,-30,22.61,9.4
68.85,453,-30,22.61,9.4
68.9,453,-31,22.61,9.4
68.95,452,-31,22.61,9.4
69,449,-32,22.61,9.4
69.05,448,-32,22.61,9.4
69.1,446,-32,22.61,9.4
69.15,446,-32,22.61,9.4
69.2,446,-31,22.62,9.4
69.25,445,-31,22.61,9.4
69.3,444,-31,22.61,9.4
69.35,442,-30,22.61,9.4
69.4,441,-30,22.61,9.4
69.45,440,-30,22.62,9.4
69.5,438,-30,22.61,9.4
69.55,438,-31,22.61,9.4
69.6,436,-31,22.61,9.4
69.65,435,-31,22.62,9.4
69.7,434,-31,22.62,9.4
69.75,431,-31,22.62,9.4
69.8,430,-30,22.63,9.4
69.85,430,-29,22.62,9.4
69.9,428,-26,22.62,9.4
69.95,425,-23,22.63,9.4
70,423,-18,22.63,9.4
70.05,421,-12,22.63,9.4
70.1,419,-4,22.63,9.4
70.15,417,5,22.63,9.4
70.2,417,16,22.63,9.4
70.25,414,29,22.63,9.4
70.3,412,42,22.63,9.4
70.35,411,56,22.64,9.4
70.4,408,71,22.63,9.4
70.45,407,85,22.64,9.4
70.5,405,98,22.64,9.4
70.55,403,110,22.64,9.4
70.6,400,119,22.64,9.4
70.65,398,126,22.65,9.4
70.7,396,130,22.65,9.4
70.75,396,132,22.65,9.4
70.8,395,131,22.65,9.4
70.85,398,28,22.65,9.4
70.9,403,-65,22.65,9.4
70.95,410,-143,22.63,9.4
71,420,-203,22.63,9.4
71.05,434,-39,22.61,9.4
71.1,453,130,22.61,9.4
71.15,475,296,22.6,9.4
71.2,498,452,22.57,9.4
71.25,522,489,22.56,9.4
71.3,551,512,22.53,9.4
71.35,581,518,22.51,9.4
71.4,608,504,22.5,9.4
71.45,633,467,22.48,9.4
71.5,655,313,22.46,9.4
71.55,677,313,22.45,9.4
71.6,691,313,22.43,9.4
71.65,694,313,22.43,9.4
71.7,692,313,22.43,9.4
71.75,690,313,22.43,9.4
71.8,686,313,22.43,9.4
71.85,675,313,22.43,9.4
71.9,657,313,22.45,9.4
71.95,635,313,22.46,9.4
